text,date,title,rating,product name
"
  Got this for my son as a gift and it was a huge hit. It is very fluffy and warm. The color are great and he is a very happy camper. Well worth the price compared to some other ones I have seen in local stores.
","Reviewed in the United States on December 3, 2019",Great Robe for a kid,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  bought three of these/different houses. they are all so comfy and cozy. the kids wore them all Christmas Day. such a fun way to bring the Harry Potter love into everyday life without having to 'dress up'. huge hit!
","Reviewed in the United States on December 25, 2019",soft. comfy. perfect gift,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  This robe was a hit with my grandson who loves Hogwarts. It can be a costume or a bathrobe.  Very well made, soft, and a perfect fit.
","Reviewed in the United States on January 2, 2020",Wow!  Great robe,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  This robe is FANTASTIC!  It is very thick and plush, and our son wears it often.  It has been washed several times, and the quality is still great and like new even after washing!  Note that we do hang it up to dry.  I would absolutely recommend this product!
","Reviewed in the United States on August 23, 2020",HP Robe,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  I ordered this for my son for Christmas. I couldn't find a child's size like this, so took a chance & ordered this adult sized one. It's a tiny bit big on him, but he'll grow into (and possibly out of) it quickly. It looks great & he loves it!
","Reviewed in the United States on February 15, 2019",Love this robe,4,INTIMO Harry Potter Costume Kids Plush Robe
"
  I bought this as a Christmas gift for my Harry Potter obsessed son and hes been wearing it everyday since he got it. Its super plush and definitely a bath robe, robe and not a costume robe. It seems well made and I think it will hold up for years to come.
","Reviewed in the United States on December 31, 2018",Great Robe,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Very soft! I washed it on delicate and tumble dried it on low and it has remained nice and soft! The sleeves shape are a nice detail as well as the hood!
","Reviewed in the United States on March 25, 2020",Best for relaxing not drying off after shower!,4,INTIMO Harry Potter Costume Kids Plush Robe
"
  Love it! Great quality, super soft. My daughter wears it from morning to evening if she’s allowed to 😅
","Reviewed in the United States on February 2, 2020",Soft and beautiful,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  This is a super plush warm robe that fits my 7 year old perfectly!  Very happy with purchase!
","Reviewed in the United States on January 6, 2020","Soft, warm, cute!",5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Seems like a very nice robe for the money.  Is a Christmas gift so granddaughter hasn't received yet.  I know she will love it, though.
","Reviewed in the United States on November 24, 2018",Happy when I took it out of the packaging,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  I bought a small size for my 9 year old. It is slightly big, but still just perfect! I couldn't be happier with this purchase. Definitely worth it! My daughter especially loved the pointed hood!
","Reviewed in the United States on December 31, 2018",BEAUTIFUL QUALITY,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  This robe is fantastic. My 10 year old was very pleased with how soft it is and I find it to be excellent quality. He is about 5 ft and 100 lb and we ordered the xl because we wanted it to last for years. Definitely will.
","Reviewed in the United States on January 28, 2020",Soft and excellent quality,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My grandson loves this robe . He cant wait to get home and put it on and lounge in it .
","Reviewed in the United States on March 9, 2020",Very happy .,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My child loved this robe but it came with a tear in the cuff of the arm.There are no robes left in a size small in this style but he will be devastated if I return as it is damaged?
","Reviewed in the United States on December 28, 2019",Arrived Damaged but none available for return,1,INTIMO Harry Potter Costume Kids Plush Robe
"
  Fantastic robe. Plush, warm comfy and looks as expected
","Reviewed in the United States on October 25, 2020",Nice snd thick,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My son loves it. The robe is very soft. It fits him well and seems like it will last.
","Reviewed in the United States on January 28, 2020",Kid loves it!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  I bought this for my grandson he just loves it very nice quality
","Reviewed in the United States on June 18, 2019",Nice,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My daughter is obsessed with this robe. she's worn it daily for 2 months and it is still in great condition.
","Reviewed in the United States on February 12, 2019",Great quality,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My 10 year old HP fan loved this robe. He wears it every morning because he’s cold and it does exactly what it’s supposed to. Very soft.
","Reviewed in the United States on January 28, 2019","Soft, functional and adorable!",5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Very soft material, and quality stitching. Patchwork was high quality as well, son loves it wears it all the time.
","Reviewed in the United States on January 10, 2019",Plesantly suprised with quality.,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  I like that it is just as described. Granddaughter loves it! Can hardly get her out of it!
","Reviewed in the United States on January 22, 2019",Perfect for those Harry Potter enthusiasts!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  I bought this for my 13 year old son for Christmas. He absolutely loves it! It’s soft and cozy.
","Reviewed in the United States on January 27, 2020",Super soft,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  The robe is beautiful and very plush. It was a pleasant surprise.  I bought it as a Christmas present for mybe 10 year old grandson who is a big Harry Potter fan.
","Reviewed in the United States on November 17, 2018",Beautiful and plush!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Won't be giving it yet, so will have to update the fit. It's an Xmas gift. But quality looks really good. Nice and plush. Looks much nicer than  I expected. I was very pleased.
","Reviewed in the United States on November 13, 2018",Nice robe,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  It's sized big, but I knew that. Soft, fuzzy & my daughter LOVES it! Great robe, especially for Harry Potter fans!
","Reviewed in the United States on December 26, 2018",Awesome,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Got this for my 9 year old son for xmas and he loves it! I bought a size up so he could wear it for some time. It is warm, cozy and looks exactly like it does in the picture. Great quality and worth the price!
","Reviewed in the United States on January 25, 2019",Perfect!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  got a X-Large kids size for my daughter. she is 5'1"" and the bottom reached right above her ankles. the robe was loose fitting so it seems to fit most body frames.
","Reviewed in the United States on May 25, 2020",gift for my daughter......comfy robe,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Super soft. Bought a large for my daughter who is 75lbs and 4’11”.
","Reviewed in the United States on December 24, 2019",Great for the Harry Potter fan!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My son loves this!! Very plush and comfortable.
","Reviewed in the United States on February 7, 2020",Perfect!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Granddaughter loves it.
","Reviewed in the United States on April 18, 2019",Lovely,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Soft and cuddly, my kids will wear them forever.Sure, the House color is trim, but the robe is quality and the price is right.They wear them around the house, because they can, and it's less awkward than your child in full Hogwarts gear when company comes over.
","Reviewed in the United States on October 28, 2018",So cozy!!!!,4,INTIMO Harry Potter Costume Kids Plush Robe
"
  My son loves this and wears it non stop. He would wear it to school if we would let him.If you want to keep the feel I suggest washing sparingly and air drying it only.
","Reviewed in the United States on January 6, 2019",Awesome!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Quality of the rob is excellent; fit was perfect and he loved it
","Reviewed in the United States on January 2, 2020",Harry Potter Rob,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My son loves it and it's made of good material
","Reviewed in the United States on February 15, 2020",Love it,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  So darn cute and so plush and soft! Very good quality and the hood is adorable.
","Reviewed in the United States on December 12, 2018",Great quality- sooo soft!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Very soft and comfy. Nice thick minky type fabric. Griffindor colors are spot on and the crest is a nice touch.
","Reviewed in the United States on November 21, 2018",Great quality,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Super soft! My little guy literally won’t take it off. Great quality
","Reviewed in the United States on December 30, 2019",Perfect gift!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Great quality and looks really fantastic but size was larger than expected but can make it work.
","Reviewed in the United States on December 29, 2018",Awesome quality,4,INTIMO Harry Potter Costume Kids Plush Robe
"
  ordered a large for my 10 year old and it hits below his knees.  love the hood and arm cuff details, looks like a true wizard cape. well made, im very happy with this robe.
","Reviewed in the United States on January 13, 2020",super soft.  my son loves it!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Bought this for my grandaughter who is an avid HP fan. She will love it.
","Reviewed in the United States on November 20, 2018",A Xmas gift for my granddaughter.,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Really nice quality
","Reviewed in the United States on December 5, 2018",Wow!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Soft fuzzy looks cute. Kid loves it.
","Reviewed in the United States on February 27, 2020",Great robe,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Very plush and nice
","Reviewed in the United States on January 23, 2019",Granddaughter loved it,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Very good quality. Made well. Cozy. Wears it all the time.
","Reviewed in the United States on November 15, 2018",You will love this!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  good quality
","Reviewed in the United States on January 24, 2019",great product,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My daughter loves it. Super soft and fuzzy, and seems to hold up nicely. Initially it was for a costume but now she uses as a bathrobe.
","Reviewed in the United States on January 4, 2020",Great,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Very cute but poorly made. It doesn't worth the money.
","Reviewed in the United States on May 18, 2020",Poorly made.,3,INTIMO Harry Potter Costume Kids Plush Robe
"
  My grandson (9) loves this robe!  He brings it with him every time he comes to visit!  It is very soft and plush.  And the wizard hood is a great touch.
","Reviewed in the United States on April 26, 2020",Perfect!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  I like that the robe is long
","Reviewed in the United States on April 4, 2019",Good material,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  The quality is good, true to size and looks perfect on our grandson! Looks better than in the picture too.
","Reviewed in the United States on May 20, 2019",Grandson loves this,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Loved it. It fit my son perfectly, is warm and so soft. The hood is a nice touch.
","Reviewed in the United States on January 5, 2020",Warm and cozy,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Fit great and is a nice thick quality.
","Reviewed in the United States on December 28, 2018",Good quality,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  We got this for my son for his 10th Birthday and he LOVES it. It is plush and soft and comfy, and it looks awesome!
","Reviewed in the United States on April 13, 2020",This Robe is Perfect!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  my two grandchildren LOVED their robes, very plush, soft, and warm. One of my best Christmas purchases
","Reviewed in the United States on January 4, 2020","kids love them, well worth the price",5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Great robe! My son loves it!
","Reviewed in the United States on January 25, 2019",Great robe,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Awesome quality, my son is going to love the robe!
","Reviewed in the United States on December 12, 2018",Five Stars,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Wish it was a bit fluffier, it would “wear” better. Monograms are good.
","Reviewed in the United States on November 24, 2018",Cute for Harry Potter devotees,4,INTIMO Harry Potter Costume Kids Plush Robe
"
  Perfect
","Reviewed in the United States on December 28, 2019",Great,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My kiddo got this for Christmas and loved it. It’s your soft. I got an xl so she could grow into it. She’s 10 yr. so it’s perfect!
","Reviewed in the United States on December 29, 2019",Which house are you?,4,INTIMO Harry Potter Costume Kids Plush Robe
"
  My Goddaughter was thrilled!!! AndIt's almost impossible to please a Slytherin parcelmouth!!!!!She loves it!!!!
","Reviewed in the United States on March 22, 2020",Parcelmouth Approved!!!!!!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Perfect gift for my son ! He loves it and I love him in it ! He wears it as a little house coat, lol. Its fits perfect to size and its warm and comfy.
","Reviewed in the United States on July 28, 2020",Winner winner,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Bought for my grandaughterand she loves it.
","Reviewed in the United States on January 7, 2020",*,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My son loves this robe! It was a perfect gift and it fits him great.
","Reviewed in the United States on January 6, 2020",Slytherin rules the house!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Nice robe.well made.
","Reviewed in the United States on January 5, 2019",Cozy,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Fun robe that feels like a costume!
","Reviewed in the United States on December 3, 2018","Great robe, we love it",5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Love it! Ordered for my son,  it's amazing! Warm,  so soft,  comfortable and so cute! He wears it EVERY NIGHT!!
","Reviewed in the United States on February 24, 2019",LOVE IT,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My son lives his robe! It’s super soft and comfortable.
","Reviewed in the United States on January 12, 2020",Perfect,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Soft and I think my son will love it
","Reviewed in the United States on August 21, 2019",Soft,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My daughter will love this!
","Reviewed in the United States on December 20, 2018",Great Quality,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  The kids love them
","Reviewed in the United States on January 20, 2019",The kids love them,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Good quality! My son won't take it off.
","Reviewed in the United States on April 17, 2020",Love,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  House Crest is clear.  Great quality.
","Reviewed in the United States on February 20, 2019",Comfy,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Grandson is a huge Harry Potter fan and absolutely loves this robe. He even wears it to bed sometimes.
","Reviewed in the United States on May 14, 2019",Grandson loved this!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My daughter loves this gift.
","Reviewed in the United States on November 22, 2019",Great quality,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Fits like a glove. Warm. And exactly as described.
","Reviewed in the United States on January 20, 2020",Most comfy robe,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My son loves this robe! So soft
","Reviewed in the United States on January 4, 2020",Great gift,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Fit well,  and is made to last. My daughter loves it!
","Reviewed in the United States on January 15, 2020",Great quality!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My son loves this robe!!!
","Reviewed in the United States on February 8, 2019",A+ from my kid,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My niece loved it!! It is exactly what I was expecting
","Reviewed in the United States on January 4, 2020",Great!!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My son live this!
","Reviewed in the United States on December 27, 2019",Plush and nice and long,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Good material and great color
","Reviewed in the United States on December 20, 2019",Jasmine,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Super soft, dramatic appearance and well done embroidery. 9 year old loves it and wears it ever day.
","Reviewed in the United States on January 20, 2020",Great buy,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  This is a well made robe. My son has been thrilled with it. It runs a little big but it will last him a long time.
","Reviewed in the United States on January 10, 2019",So soft,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Cute, fuzzy, as expected
","Reviewed in the United States on April 23, 2019","Arrived promptly, item was as expected",5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My grandson is gonna love it.
","Reviewed in the United States on December 23, 2018",Slithering!!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Better quality than expected
","Reviewed in the United States on January 14, 2020",Harry Potter robe for grand son,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Super soft and heavy type robe. Perfect for winter! My son will love this for Christmas!!!
","Reviewed in the United States on December 15, 2019",Quality,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My son LOVES this robe!  It is very cozy.
","Reviewed in the United States on January 25, 2020",Love this!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  my son lovet
","Reviewed in the United States on January 10, 2020",Nice,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Kept grandkids warm & in style when visiting Universal during chilly January mornings
","Reviewed in the United States on February 7, 2020",Warm too,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Granddaughter loved it!
","Reviewed in the United States on December 17, 2018",Great quality,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Great quality!  My Grandchildren loved their robes!
","Reviewed in the United States on February 5, 2020",Terrific gift!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  After 45 days seems came apart.  Expensive product
","Reviewed in the United States on February 18, 2020",very poorly made,1,INTIMO Harry Potter Costume Kids Plush Robe
"
  High quality and very plush! I’m very pleased and I think my daughter will be too.
","Reviewed in the United States on December 13, 2019",Quality product,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  6 year old loved it! I had to buy an adult size for my boyfriend and myself we loved it so much
","Reviewed in the United States on January 27, 2020",Robe,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My son loves his soft and plush robe. Good material.
","Reviewed in the United States on February 3, 2020",Well made!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  This is a very cute robe, well-made and fits nicely.
","Reviewed in the United States on December 12, 2019",Nice product,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My granddaughter loves it
","Reviewed in the United States on February 8, 2020",Perfect robe,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Loved how it looked like the ones at the theme park but felt like a bathrobe.
","Reviewed in the United States on February 24, 2020",My nephew loved it!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Very thick, plush material and comfortable. My daughter loves this robe.
","Reviewed in the United States on January 2, 2019",Good quality and a great gift for all Slytherins!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Great quality. My son wears it all the time.
","Reviewed in the United States on December 29, 2018",Really great for your little witches/wizards,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Got this for my brother and he love it and how soft it is. Best Buy ever
","Reviewed in the United States on January 18, 2020",Bunny soft,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Just as described. Great quality. Very pleased. Thank you
","Reviewed in the United States on February 24, 2020",Loved it!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Love it, and perfect for the cold weather
","Reviewed in the United States on December 16, 2019",Buy larger than anticipated,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Bought it for 13 yr old grddaughter. She loved it!
","Reviewed in the United States on January 5, 2020",Love it!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Purchased for a Halloween costume and will use much longer.
","Reviewed in the United States on November 11, 2018",Great Robe,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Super cute, warm and soft.  Durable.  My 7 year old son loves it.
","Reviewed in the United States on April 11, 2019","Super cute, durable",5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Well made, my 9 year old daughter loves it
","Reviewed in the United States on December 31, 2019",Fits as expected,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Daughter loved it!
","Reviewed in the United States on January 2, 2019",Super soft and cozy!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Very soft and comfortable as well.
","Reviewed in the United States on February 7, 2019",Harry Potter rules,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Very cute! My sons gonna love it.
","Reviewed in the United States on December 11, 2018",Very soft,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My children have magic fights in their robes. We love them
","Reviewed in the United States on January 12, 2019",Really soft and comfy,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Was out of red in his size... but he can be bad too
","Reviewed in the United States on February 10, 2020",Awesome,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  It is very soft and comfortable!
","Reviewed in the United States on January 2, 2020",It's very warm,4,INTIMO Harry Potter Costume Kids Plush Robe
"
  Great quality!
","Reviewed in the United States on January 15, 2019",Love it!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Comfy durable, but i haven't tried washing it yet.
","Reviewed in the United States on January 19, 2020",Great for colder weather,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Super soft and comfy robes. Our boys absolutely love them!
","Reviewed in the United States on January 5, 2020",Great Robe,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Super cute and plush! Daughter loves it
","Reviewed in the United States on January 6, 2019",A little bit of Magic snuggling at home,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Looks and feels amazing! Great quality!
","Reviewed in the United States on September 24, 2020",Love it!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Plush robe with nice details. My Gryffindor daughter loves it!
","Reviewed in the United States on December 30, 2019",Great robe!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Super warm and love
","Reviewed in the United States on September 19, 2020",It’s really warm,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Cozy
","Reviewed in the United States on December 21, 2019",Potter robe,4,INTIMO Harry Potter Costume Kids Plush Robe
"
  Very nice, super soft. Daughter loves it!
","Reviewed in the United States on December 29, 2018",Great quality,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  We are pleased with the quality of this robe.
","Reviewed in the United States on December 10, 2018",Good quality,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Good robe, love the material
","Reviewed in the United States on December 13, 2018",BUY THE ITEM! :),5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Awesome
","Reviewed in the United States on December 12, 2019",Amazon is awesome,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Super soft and warm.
","Reviewed in the United States on February 3, 2020",Great quality,4,INTIMO Harry Potter Costume Kids Plush Robe
"
  Looks great
","Reviewed in the United States on December 30, 2019",Love it,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Loved it
","Reviewed in the United States on December 25, 2019",So cool,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  🤗
","Reviewed in the United States on December 29, 2019",👍,4,INTIMO Harry Potter Costume Kids Plush Robe
"
  This made a hit with 10-year-old.
","Reviewed in the United States on December 25, 2018",Plush robe is warm and auhentic appearing.,4,INTIMO Harry Potter Costume Kids Plush Robe
"
  As advertised.
","Reviewed in the United States on February 25, 2019",Nicely done,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  He loved the robe!
","Reviewed in the United States on January 10, 2019",Love,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  It is very soft!
","Reviewed in the United States on January 14, 2019",My 8 year old loves it!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  My tall skinny almost 6 son got this for Christmas from auntie, it was on his wish list, size medium. It’s roomy but I am glad we didn’t do smaller. It’s soft, well made, good colors, thickness, we haven’t washed it yet but he’s worn it around house (cold in Denver) and to bed the past bunch of nights. The hood is soooo cute. No complaints, our son loves it.  Not thinking it will be used post bath, more as comfortable warm layer.
","Reviewed in the United States on December 28, 2019",Great robe,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  The robe is nice  fit looks true to size unfortunately I am sending it back it is treated with flame retardants which I don't want anywhere near my kids - I asked before purchasing and was told that it is not treated with flame retardants - this is considered a Sleep Robe
","Reviewed in the United States on October 30, 2020",FLAME RESISTANT POLYESTER,3,INTIMO Harry Potter Costume Kids Plush Robe
"
  Great very very soft robe. It is perfect. So cozy.  Hadroomy hood. Pretty brown.
","Reviewed in the United States on January 8, 2019",Very very soft cozy fabric,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Well made
","Reviewed in the United States on December 5, 2019",A+,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Great plush robe. Well made. Delivered as expected. My son loves it and it fits him well (he is an athletically slim 12 yr old). The design is nice, especially the pointed hood. We got Slytherin because sizes were not available for him in Gryffinfor - that would be my only complaint.
","Reviewed in the United States on January 21, 2019",Great robe,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Thought this was a bit expensive but the feel, thickness and quality are so worth it my daughter loves this now having to get one for her younger sister
","Reviewed in the United Kingdom on January 26, 2020",Lovely robe,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Loved this item bought for my son age 11 it is big but preferred it that way. Well made and thick material.Just what I was looking for.
","Reviewed in the United Kingdom on April 14, 2020",Perfect,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  Beautiful robe
","Reviewed in the United Kingdom on March 28, 2020",Nice cosy material,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  This cloak/housecoat is so soft, it is more than i expected. Well made, will last a long time
","Reviewed in Canada on October 25, 2020",Quality product! I very much recommend this!!,5,INTIMO Harry Potter Costume Kids Plush Robe
"
  I'm 5'3 200lbs and 42DDNegatives- the string to tie the center of the chest ISN""T what is pictured. It was too short and wide...also its more of a goldish color and I had to use tweezers to help me string it through the eyelets. The eyelets - some were smaller than others and some were pretty big, some of them weren't in line with the others. It took the entire string to use all the eyelets and once its tied its too pulled together so it takes away the ""sexy"" effect the picture shows...Also, with wearing a bra you will see the bra through that area no matter how tight it is because the eyelets stretch so far and show cleavage. My boobs actually are too big for the chest area and the lone ""belt"" under the chest actually sits ontop on my boobs instead of under where its supposed to be- with a bra its easier to adjust by pulling your bra and boobs up higher and then they set where they are supposed to be but im sure much arm movement and it'll go back to being on top of the. The arms where the holes are cut for the off the shoulder look were a little tight.Positives- The colors were very bright and pretty! the quality of the costume is better than I expected!over all I would recommend this costume but be warned you NEED A SIZE UP! It came fast in the mail but im debating on if I should risk sending it back to order a bigger size and it not getting here or just wearing it since its for a family party and I'll only be using it for one night....
","Reviewed in the United States on October 21, 2016",runs a little too small especially in chest and arm area,3,Leg Avenue Groovy Hippie 60s Costume
"
  Fit perfectly. I’m 5’8 size 16 with a bra size of 42d. I ordered the 3xl and it was perfect. Won costume contest with it!!!
","Reviewed in the United States on May 21, 2019",For short ppl this may be a little long,5,Leg Avenue Groovy Hippie 60s Costume
"
  Great for a hippies party we went to. Fits as expected even if you are a lil heavy at the top. I ordered a medium; i'm 5'2 - 140 pounds and wear a 36DD. Great material, can be washed and worn again. My daughter used the headband after.
","Reviewed in the United States on June 28, 2018",Great costume,5,Leg Avenue Groovy Hippie 60s Costume
"
  I wear a size 18 pant and got the women's 1X/2X and it fits well.The plunge line is very exposing. The eyelets for the plunge are very stretchy so the ribbon that comes with it can't really close the plunge the eyelets just stretch. It does not come with the black string that is pictured it is a tan ribbon. I laced it half way up and stuffed the ribbon inside the dress and it looks good enough.The dress is comfortable.Depending on how much dancing you are doing, you may need some shorts underneath but it is long enough to wear without shorts if you aren't doing too much dancing and bending.The head piece is very large, I may have to pin it. It does have a stretch band but unless you have a large head or a lot of hair it will be loose on your head.Overall I'm happy with my purchase, just wish is was a little cheaper.
","Reviewed in the United States on September 27, 2019",Nice costume,4,Leg Avenue Groovy Hippie 60s Costume
"
  Love it! Wore it to a party & felt so cute and pretty. It was so flattering, accentuating the body parts I like, hiding those I don't. Super comfy! Just for reference, I wear a 12/14 pants (big belly, smaller legs), and x-large shirt. Bought the 1x-2x dress, perfect fit!
","Reviewed in the United States on October 24, 2016",Love it! Wore it to a party & felt ...,5,Leg Avenue Groovy Hippie 60s Costume
"
  This Starflower Hippie Costume deserses 10 starrs !It's colourful print is fun and,vibrant ,the material is strong & captures the sixties/seventies perfectly .It is very well made ,and a good length .The headband is a great addition and completes the look . I was thrilled with my overall look, I paired it with white Go Go Boots  and received many positive compliments .I love to dance and kicked up my heels for close to 5 hours The dress looked just as good  at the end of the party as it did at the start .I weight about 155 lbs and I am 5'7 . My measurements are 42,40 42.I wore a pair of boyshorts and a bikini bathing suit top under the costume . I ordered a Large and was quite pleased with my purchase . The delivery was fast ! I would  definitely recommend  Leg Avenue Costumes.
","Reviewed in the United States on March 14, 2018","It's colourful print is fun and, vibrant",5,Leg Avenue Groovy Hippie 60s Costume
